

-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
Testing Method  : adventurer()
  TEST FAIL    : Adventurer add correct number of cards to hand failed : ev = 4 , actual = 6
        -:   13:#include "rngs.h"
        -:   14:
        -:   15:#define CARDNAME    "adventurer"
        -:   16:#define BASESEED    10
        -:   17:#define TESTNUMBER  500
        -:   18:
        -:   19:/*
        -:   20: * Description:     Create a random array of kingdom cards, always including the card under test
        -:   21: * Preconditions:   The card array pointer and size has been provided
        -:   22: * Postconditions:  The randomly generated hand of cards is returned to the calling function
        -:   23: */
     1500:   24:void randomCardSetup(int * kingdomCards, int setupSize)
        -:   25:{
        -:   26:    int i;
        -:   27:
     1500:   28:    kingdomCards[0] = CARDNAME; // Ensure card to test is always in the set of cards
        -:   29:
    15000:   30:    for (i = 1; i<setupSize; i++)
        -:   31:    {
    13500:   32:        int cardCheck = 0;
    44294:   33:        while(cardCheck == 0)
        -:   34:        {
    17294:   35:            int testCard = rand()%20 + 7; // 20 kingdom cards available starting at the seventh position
    17294:   36:            if (testCard == CARDNAME) // Check for duplication of the card under test
        -:   37:            {
    #####:   38:                cardCheck = 0;
        -:   39:            } else // Check cards that are already pulled into the available set
        -:   40:            {
    17294:   41:                kingdomCards[i] = testCard;
        -:   42:                int j;
    98047:   43:                for (j = 0; j < i; j++)
        -:   44:                {
    84547:   45:                    if(kingdomCards[j] == testCard)
        -:   46:                    {
     3794:   47:                        cardCheck = 0;
     3794:   48:                        break;
        -:   49:                    } else
        -:   50:                    {
    80753:   51:                        cardCheck = 1;
        -:   52:                    }
        -:   53:                }
        -:   54:            }
        -:   55:        }
        -:   56:    }
     1500:   57:    return;
        -:   58:}
        -:   59:
        -:   60:
        -:   61:/*
        -:   62: * Description:     Create a random array of kingdom cards, always including the card under test
        -:   63: * Preconditions:   The card array pointer and size has been provided
        -:   64: * Postconditions:  The randomly generated hand of cards is returned to the calling function
        -:   65: */
     1500:   66:void randomGame(struct gameState *state)
        -:   67:{
     1500:   68:    int testSeed = rand()%50000;
     1500:   69:    int testPlayers = rand()%2 + 2;
        -:   70:    int cards[10];
     1500:   71:    randomCardSetup(cards, 10);
     1500:   72:    initializeGame(testPlayers, cards, testSeed, state);
     1500:   73:    return;
        -:   74:}
        -:   75:
        -:   76:/*
        -:   77: * Description:     Test the return values of the adventurer card
        -:   78: * Preconditions:   The games state has been initialized, the seed and method name to test are passed
        -:   79: * Postconditions:  The general messages and any failed test messages are displayed
        -:   80: */
        1:   81:int testCard(char* currentTest, int seed, struct gameState *state)
        -:   82:{
        -:   83:    int i;
        1:   84:    int testsPassed = 0;
        1:   85:    int testsFailed = 0;
        1:   86:    int expectedValue = 0;
        -:   87:
        1:   88:    printf ("\n\n-------------------------------------------------------------------------------\n");
        1:   89:    printf ("-------------------------------------------------------------------------------\n");
        1:   90:    printf ("Testing Method  : %s()\n", currentTest);
        -:   91:
        -:   92:    //Check increase of cards in hand
        -:   93:
        1:   94:    int currentPlayer = whoseTurn(state);
        1:   95:    int testPlayers = 2;
        1:   96:    int drawntreasure=0;
        1:   97:    int handPos = 0;
        -:   98:    int temphand[MAX_HAND];// moved above the if statement
        1:   99:    int z = 0;// this is the counter for the temp hand
        -:  100:    int cardDrawn;
        1:  101:    int k[10] = {adventurer, gardens, embargo, village, minion, mine, cutpurse, sea_hag, tribute, smithy};
        -:  102:
        -:  103:
        -:  104:    //Check reduction of cards in hand
      501:  105:    for (i=0; i<TESTNUMBER;i++){
      500:  106:        randomGame(state);
      500:  107:        expectedValue = state->handCount[state->whoseTurn] - 1;
      500:  108:        cardAdventurer(temphand, z, cardDrawn, drawntreasure, handPos, state->whoseTurn, state);
      500:  109:        if(state->handCount[state->whoseTurn] < expectedValue) {
    #####:  110:            printf("  TEST FAIL    : Adventurer remove card from hand failed\n");
    #####:  111:            testsFailed++;
      500:  112:        } else {testsPassed++;}
        -:  113:    }
        -:  114:
        -:  115:
        -:  116:    //Check addition of cards to hand
      501:  117:    for (i=0; i<TESTNUMBER;i++){
      500:  118:        randomGame(state);
        -:  119:
      500:  120:        state->handCount[state->whoseTurn] = rand()%10;
        -:  121:
      500:  122:        expectedValue = state->handCount[state->whoseTurn];
      500:  123:        cardAdventurer(temphand, z, cardDrawn, drawntreasure, handPos, state->whoseTurn, state);
      500:  124:        if(state->handCount[state->whoseTurn] - expectedValue > 1) {
      500:  125:            printf("  TEST FAIL    : Adventurer add correct number of cards to hand failed : ev = %i , actual = %i\n", expectedValue, state->handCount[state->whoseTurn]);
      500:  126:            testsFailed++;
    #####:  127:        } else {testsPassed++;}
        -:  128:    }
        -:  129:
        -:  130:int j;
        -:  131:
      501:  132:    for (i=0; i<TESTNUMBER;i++){
        -:  133:        //Check hand size with lack of treasure cards to add to hand
      500:  134:        randomGame(state);
        -:  135:
      500:  136:        state->deckCount[state->whoseTurn] = rand()%20;
      500:  137:        state->handCount[state->whoseTurn] = rand()%10;
      500:  138:        int card = 0;
   250500:  139:        for (j = 0; j < TESTNUMBER; j++)
        -:  140:        {
   250000:  141:          state->deck[state->whoseTurn][i] = card;
   250000:  142:          state->discard[state->whoseTurn][i] = card;
        -:  143:        }
      500:  144:        expectedValue = state->handCount[state->whoseTurn] - 1;
      500:  145:        if (expectedValue == -1) {expectedValue++;}
      500:  146:        cardAdventurer(temphand, z, cardDrawn, drawntreasure, handPos, state->whoseTurn, state);
      500:  147:        if(state->handCount[state->whoseTurn] != expectedValue) {
      494:  148:            printf("  TEST FAIL    : Adventurer no treasure available but cards to hand failed : ev = %i , actual = %i\n", expectedValue, state->handCount[state->whoseTurn]);
      494:  149:            testsFailed++;
        6:  150:        } else {testsPassed++;}
        -:  151:    }
        -:  152:
        1:  153:    printf ("    Tests Passed    : %i\n", testsPassed);
        1:  154:    printf ("    Tests Failed    : %i\n", testsFailed);
        1:  155:    printf ("-------------------------------------------------------------------------------\n\n");
        -:  156:
        1:  157:    return 0;
        -:  158:}
        -:  159:
        -:  160:
        -:  161:/*
        -:  162: * Preconditions:   The user can pass a seed value for testing or it defaults to a set value
        -:  163: * Postconditions:  Exit the test program normally
        -:  164: */
        1:  165:int main (int argc, char** argv)
        -:  166:{
        -:  167:
        -:  168:    // Setup Game Seed
        1:  169:    srand(time(NULL));
        -:  170:    int seed;
        1:  171:    char* currentTest = CARDNAME;
        1:  172:    if(argv[1]) {
    #####:  173:        seed = atoi(argv[1]);
        -:  174:    } else {
        1:  175:        seed = BASESEED;
        -:  176:    }
        -:  177:
        -:  178:    // Initialize Game State
        -:  179:    struct gameState G;
        1:  180:    int k[10] = {adventurer, gardens, embargo, village, minion, mine, cutpurse, sea_hag, tribute, smithy};
        1:  181:    initializeGame(2, k, seed, &G);
        -:  182:
        1:  183:    testCard(currentTest,seed, &G);
        -:  184:
        1:  185:    return 0;
        -:  186:}
        -:    0:Source:dominion.c
        -:    0:Graph:dominion.gcno
        -:    0:Data:dominion.gcda
        -:    0:Runs:1
        -:    0:Programs:1
        -:    1:#include "dominion.h"
        -:    2:#include "dominion_helpers.h"
        -:    3:#include "rngs.h"
        -:    4:#include <stdio.h>
        -:    5:#include <math.h>
        -:    6:#include <stdlib.h>
        -:    7:
    56400:    8:int compare(const void* a, const void* b) {
    56400:    9:  if (*(int*)a > *(int*)b)
    #####:   10:    return 1;
    56400:   11:  if (*(int*)a < *(int*)b)
    15040:   12:    return -1;
    41360:   13:  return 0;
        -:   14:}
        -:   15:
    #####:   16:struct gameState* newGame() {
    #####:   17:  struct gameState* g = malloc(sizeof(struct gameState));
    #####:   18:  return g;
        -:   19:}
        -:   20:
    #####:   21:int* kingdomCards(int k1, int k2, int k3, int k4, int k5, int k6, int k7,
        -:   22:          int k8, int k9, int k10) {
    #####:   23:  int* k = malloc(10 * sizeof(int));
    #####:   24:  k[0] = k1;
    #####:   25:  k[1] = k2;
    #####:   26:  k[2] = k3;
    #####:   27:  k[3] = k4;
    #####:   28:  k[4] = k5;
    #####:   29:  k[5] = k6;
    #####:   30:  k[6] = k7;
    #####:   31:  k[7] = k8;
    #####:   32:  k[8] = k9;
    #####:   33:  k[9] = k10;
    #####:   34:  return k;
        -:   35:}
        -:   36:
     1501:   37:int initializeGame(int numPlayers, int kingdomCards[10], int randomSeed,
        -:   38:           struct gameState *state) {
        -:   39:
        -:   40:  int i;
        -:   41:  int j;
        -:   42:  int it;
        -:   43:  //set up random number generator
     1501:   44:  SelectStream(1);
     1501:   45:  PutSeed((long)randomSeed);
        -:   46:
        -:   47:  //check number of players
     1501:   48:  if (numPlayers > MAX_PLAYERS || numPlayers < 2)
        -:   49:    {
    #####:   50:      return -1;
        -:   51:    }
        -:   52:
        -:   53:  //set number of players
     1501:   54:  state->numPlayers = numPlayers;
        -:   55:
        -:   56:  //check selected kingdom cards are different
    16511:   57:  for (i = 0; i < 10; i++)
        -:   58:    {
   165110:   59:      for (j = 0; j < 10; j++)
        -:   60:        {
   150100:   61:      if (j != i && kingdomCards[j] == kingdomCards[i])
        -:   62:        {
    #####:   63:          return -1;
        -:   64:        }
        -:   65:        }
        -:   66:    }
        -:   67:
        -:   68:
        -:   69:  //initialize supply
        -:   70:  ///////////////////////////////
        -:   71:
        -:   72:  //set number of Curse cards
     1501:   73:  if (numPlayers == 2)
        -:   74:    {
      743:   75:      state->supplyCount[curse] = 10;
        -:   76:    }
      758:   77:  else if (numPlayers == 3)
        -:   78:    {
      758:   79:      state->supplyCount[curse] = 20;
        -:   80:    }
        -:   81:  else
        -:   82:    {
    #####:   83:      state->supplyCount[curse] = 30;
        -:   84:    }
        -:   85:
        -:   86:  //set number of Victory cards
     1501:   87:  if (numPlayers == 2)
        -:   88:    {
      743:   89:      state->supplyCount[estate] = 8;
      743:   90:      state->supplyCount[duchy] = 8;
      743:   91:      state->supplyCount[province] = 8;
        -:   92:    }
        -:   93:  else
        -:   94:    {
      758:   95:      state->supplyCount[estate] = 12;
      758:   96:      state->supplyCount[duchy] = 12;
      758:   97:      state->supplyCount[province] = 12;
        -:   98:    }
        -:   99:
        -:  100:  //set number of Treasure cards
     1501:  101:  state->supplyCount[copper] = 60 - (7 * numPlayers);
     1501:  102:  state->supplyCount[silver] = 40;
     1501:  103:  state->supplyCount[gold] = 30;
        -:  104:
        -:  105:  //set number of Kingdom cards
    31521:  106:  for (i = adventurer; i <= treasure_map; i++)          //loop all cards
        -:  107:    {
   262665:  108:      for (j = 0; j < 10; j++)                  //loop chosen cards
        -:  109:    {
   246155:  110:      if (kingdomCards[j] == i)
        -:  111:        {
        -:  112:          //check if card is a 'Victory' Kingdom card
    13510:  113:          if (kingdomCards[j] == great_hall || kingdomCards[j] == gardens)
        -:  114:        {
     2756:  115:          if (numPlayers == 2){
      680:  116:            state->supplyCount[i] = 8;
        -:  117:          }
      698:  118:          else{ state->supplyCount[i] = 12; }
        -:  119:        }
        -:  120:          else
        -:  121:        {
    12132:  122:          state->supplyCount[i] = 10;
        -:  123:        }
    13510:  124:          break;
        -:  125:        }
        -:  126:      else    //card is not in the set choosen for the game
        -:  127:        {
   232645:  128:          state->supplyCount[i] = -1;
        -:  129:        }
        -:  130:    }
        -:  131:
        -:  132:    }
        -:  133:
        -:  134:  ////////////////////////
        -:  135:  //supply intilization complete
        -:  136:
        -:  137:  //set player decks
     5261:  138:  for (i = 0; i < numPlayers; i++)
        -:  139:    {
     3760:  140:      state->deckCount[i] = 0;
    15040:  141:      for (j = 0; j < 3; j++)
        -:  142:    {
    11280:  143:      state->deck[i][j] = estate;
    11280:  144:      state->deckCount[i]++;
        -:  145:    }
    30080:  146:      for (j = 3; j < 10; j++)
        -:  147:    {
    26320:  148:      state->deck[i][j] = copper;
    26320:  149:      state->deckCount[i]++;
        -:  150:    }
        -:  151:    }
        -:  152:
        -:  153:  //shuffle player decks
     5261:  154:  for (i = 0; i < numPlayers; i++)
        -:  155:    {
     3760:  156:      if ( shuffle(i, state) < 0 )
        -:  157:    {
    #####:  158:      return -1;
        -:  159:    }
        -:  160:    }
        -:  161:
        -:  162:  //draw player hands
     5261:  163:  for (i = 0; i < numPlayers; i++)
        -:  164:    {
        -:  165:      //initialize hand size to zero
     3760:  166:      state->handCount[i] = 0;
     3760:  167:      state->discardCount[i] = 0;
        -:  168:      //draw 5 cards
        -:  169:      // for (j = 0; j < 5; j++)
        -:  170:      //    {
        -:  171:      //      drawCard(i, state);
        -:  172:      //    }
        -:  173:    }
        -:  174:
        -:  175:  //set embargo tokens to 0 for all supply piles
    42028:  176:  for (i = 0; i <= treasure_map; i++)
        -:  177:    {
    40527:  178:      state->embargoTokens[i] = 0;
        -:  179:    }
        -:  180:
        -:  181:  //initialize first player's turn
     1501:  182:  state->outpostPlayed = 0;
     1501:  183:  state->phase = 0;
     1501:  184:  state->numActions = 1;
     1501:  185:  state->numBuys = 1;
     1501:  186:  state->playedCardCount = 0;
     1501:  187:  state->whoseTurn = 0;
     1501:  188:  state->handCount[state->whoseTurn] = 0;
        -:  189:  //int it; move to top
        -:  190:
        -:  191:  //Moved draw cards to here, only drawing at the start of a turn
     9006:  192:  for (it = 0; it < 5; it++){
     7505:  193:    drawCard(state->whoseTurn, state);
        -:  194:  }
        -:  195:
     1501:  196:  updateCoins(state->whoseTurn, state, 0);
        -:  197:
     1501:  198:  return 0;
        -:  199:}
        -:  200:
     4978:  201:int shuffle(int player, struct gameState *state) {
        -:  202:
        -:  203:
        -:  204:  int newDeck[MAX_DECK];
     4978:  205:  int newDeckPos = 0;
        -:  206:  int card;
        -:  207:  int i;
        -:  208:
     4978:  209:  if (state->deckCount[player] < 1)
     1132:  210:    return -1;
     3846:  211:  qsort ((void*)(state->deck[player]), state->deckCount[player], sizeof(int), compare);
        -:  212:  /* SORT CARDS IN DECK TO ENSURE DETERMINISM! */
        -:  213:
    45378:  214:  while (state->deckCount[player] > 0) {
    37686:  215:    card = floor(Random() * state->deckCount[player]);
    37686:  216:    newDeck[newDeckPos] = state->deck[player][card];
    37686:  217:    newDeckPos++;
   122482:  218:    for (i = card; i < state->deckCount[player]-1; i++) {
    84796:  219:      state->deck[player][i] = state->deck[player][i+1];
        -:  220:    }
    37686:  221:    state->deckCount[player]--;
        -:  222:  }
    41532:  223:  for (i = 0; i < newDeckPos; i++) {
    37686:  224:    state->deck[player][i] = newDeck[i];
    37686:  225:    state->deckCount[player]++;
        -:  226:  }
        -:  227:
     3846:  228:  return 0;
        -:  229:}
        -:  230:
    #####:  231:int playCard(int handPos, int choice1, int choice2, int choice3, struct gameState *state)
        -:  232:{
        -:  233:  int card;
    #####:  234:  int coin_bonus = 0;       //tracks coins gain from actions
        -:  235:
        -:  236:  //check if it is the right phase
    #####:  237:  if (state->phase != 0)
        -:  238:    {
    #####:  239:      return -1;
        -:  240:    }
        -:  241:
        -:  242:  //check if player has enough actions
    #####:  243:  if ( state->numActions < 1 )
        -:  244:    {
    #####:  245:      return -1;
        -:  246:    }
        -:  247:
        -:  248:  //get card played
    #####:  249:  card = handCard(handPos, state);
        -:  250:
        -:  251:  //check if selected card is an action
    #####:  252:  if ( card < adventurer || card > treasure_map )
        -:  253:    {
    #####:  254:      return -1;
        -:  255:    }
        -:  256:
        -:  257:  //play card
    #####:  258:  if ( cardEffect(card, choice1, choice2, choice3, state, handPos, &coin_bonus) < 0 )
        -:  259:    {
    #####:  260:      return -1;
        -:  261:    }
        -:  262:
        -:  263:  //reduce number of actions
    #####:  264:  state->numActions--;
        -:  265:
        -:  266:  //update coins (Treasure cards may be added with card draws)
    #####:  267:  updateCoins(state->whoseTurn, state, coin_bonus);
        -:  268:
    #####:  269:  return 0;
        -:  270:}
        -:  271:
    #####:  272:int buyCard(int supplyPos, struct gameState *state) {
        -:  273:  int who;
        -:  274:  if (DEBUG){
        -:  275:    printf("Entering buyCard...\n");
        -:  276:  }
        -:  277:
        -:  278:  // I don't know what to do about the phase thing.
        -:  279:
    #####:  280:  who = state->whoseTurn;
        -:  281:
    #####:  282:  if (state->numBuys < 1){
        -:  283:    if (DEBUG)
        -:  284:      printf("You do not have any buys left\n");
    #####:  285:    return -1;
    #####:  286:  } else if (supplyCount(supplyPos, state) <1){
        -:  287:    if (DEBUG)
        -:  288:      printf("There are not any of that type of card left\n");
    #####:  289:    return -1;
    #####:  290:  } else if (state->coins < getCost(supplyPos)){
        -:  291:    if (DEBUG)
        -:  292:      printf("You do not have enough money to buy that. You have %d coins.\n", state->coins);
    #####:  293:    return -1;
        -:  294:  } else {
    #####:  295:    state->phase=1;
        -:  296:    //state->supplyCount[supplyPos]--;
    #####:  297:    gainCard(supplyPos, state, 0, who); //card goes in discard, this might be wrong.. (2 means goes into hand, 0 goes into discard)
        -:  298:
    #####:  299:    state->coins = (state->coins) - (getCost(supplyPos));
    #####:  300:    state->numBuys--;
        -:  301:    if (DEBUG)
        -:  302:      printf("You bought card number %d for %d coins. You now have %d buys and %d coins.\n", supplyPos, getCost(supplyPos), state->numBuys, state->coins);
        -:  303:  }
        -:  304:
        -:  305:  //state->discard[who][state->discardCount[who]] = supplyPos;
        -:  306:  //state->discardCount[who]++;
        -:  307:
    #####:  308:  return 0;
        -:  309:}
        -:  310:
    #####:  311:int numHandCards(struct gameState *state) {
    #####:  312:  return state->handCount[ whoseTurn(state) ];
        -:  313:}
        -:  314:
    #####:  315:int handCard(int handPos, struct gameState *state) {
    #####:  316:  int currentPlayer = whoseTurn(state);
    #####:  317:  return state->hand[currentPlayer][handPos];
        -:  318:}
        -:  319:
    #####:  320:int supplyCount(int card, struct gameState *state) {
    #####:  321:  return state->supplyCount[card];
        -:  322:}
        -:  323:
    #####:  324:int fullDeckCount(int player, int card, struct gameState *state) {
        -:  325:  int i;
    #####:  326:  int count = 0;
        -:  327:
    #####:  328:  for (i = 0; i < state->deckCount[player]; i++)
        -:  329:    {
    #####:  330:      if (state->deck[player][i] == card) count++;
        -:  331:    }
        -:  332:
    #####:  333:  for (i = 0; i < state->handCount[player]; i++)
        -:  334:    {
    #####:  335:      if (state->hand[player][i] == card) count++;
        -:  336:    }
        -:  337:
    #####:  338:  for (i = 0; i < state->discardCount[player]; i++)
        -:  339:    {
    #####:  340:      if (state->discard[player][i] == card) count++;
        -:  341:    }
        -:  342:
    #####:  343:  return count;
        -:  344:}
        -:  345:
        1:  346:int whoseTurn(struct gameState *state) {
        1:  347:  return state->whoseTurn;
        -:  348:}
        -:  349:
    #####:  350:int endTurn(struct gameState *state) {
        -:  351:  int k;
        -:  352:  int i;
    #####:  353:  int currentPlayer = whoseTurn(state);
        -:  354:
        -:  355:  //Discard hand
    #####:  356:  for (i = 0; i < state->handCount[currentPlayer]; i++){
    #####:  357:    state->discard[currentPlayer][state->discardCount[currentPlayer]++] = state->hand[currentPlayer][i];//Discard
    #####:  358:    state->hand[currentPlayer][i] = -1;//Set card to -1
        -:  359:  }
    #####:  360:  state->handCount[currentPlayer] = 0;//Reset hand count
        -:  361:
        -:  362:  //Code for determining the player
    #####:  363:  if (currentPlayer < (state->numPlayers - 1)){
    #####:  364:    state->whoseTurn = currentPlayer + 1;//Still safe to increment
        -:  365:  }
        -:  366:  else{
    #####:  367:    state->whoseTurn = 0;//Max player has been reached, loop back around to player 1
        -:  368:  }
        -:  369:
    #####:  370:  state->outpostPlayed = 0;
    #####:  371:  state->phase = 0;
    #####:  372:  state->numActions = 1;
    #####:  373:  state->coins = 0;
    #####:  374:  state->numBuys = 1;
    #####:  375:  state->playedCardCount = 0;
    #####:  376:  state->handCount[state->whoseTurn] = 0;
        -:  377:
        -:  378:  //int k; move to top
        -:  379:  //Next player draws hand
    #####:  380:  for (k = 0; k < 5; k++){
    #####:  381:    drawCard(state->whoseTurn, state);//Draw a card
        -:  382:  }
        -:  383:
        -:  384:  //Update money
    #####:  385:  updateCoins(state->whoseTurn, state , 0);
        -:  386:
    #####:  387:  return 0;
        -:  388:}
        -:  389:
    #####:  390:int isGameOver(struct gameState *state) {
        -:  391:  int i;
        -:  392:  int j;
        -:  393:
        -:  394:  //if stack of Province cards is empty, the game ends
    #####:  395:  if (state->supplyCount[province] == 0)
        -:  396:    {
    #####:  397:      return 1;
        -:  398:    }
        -:  399:
        -:  400:  //if three supply pile are at 0, the game ends
    #####:  401:  j = 0;
    #####:  402:  for (i = 0; i < 25; i++)
        -:  403:    {
    #####:  404:      if (state->supplyCount[i] == 0)
        -:  405:    {
    #####:  406:      j++;
        -:  407:    }
        -:  408:    }
    #####:  409:  if ( j >= 3)
        -:  410:    {
    #####:  411:      return 1;
        -:  412:    }
        -:  413:
    #####:  414:  return 0;
        -:  415:}
        -:  416:
    #####:  417:int scoreFor (int player, struct gameState *state) {
        -:  418:
        -:  419:  int i;
    #####:  420:  int score = 0;
        -:  421:  //score from hand
    #####:  422:  for (i = 0; i < state->handCount[player]; i++)
        -:  423:    {
    #####:  424:      if (state->hand[player][i] == curse) { score = score - 1; };
    #####:  425:      if (state->hand[player][i] == estate) { score = score + 1; };
    #####:  426:      if (state->hand[player][i] == duchy) { score = score + 3; };
    #####:  427:      if (state->hand[player][i] == province) { score = score + 6; };
    #####:  428:      if (state->hand[player][i] == great_hall) { score = score + 1; };
    #####:  429:      if (state->hand[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
        -:  430:    }
        -:  431:
        -:  432:  //score from discard
    #####:  433:  for (i = 0; i < state->discardCount[player]; i++)
        -:  434:    {
    #####:  435:      if (state->discard[player][i] == curse) { score = score - 1; };
    #####:  436:      if (state->discard[player][i] == estate) { score = score + 1; };
    #####:  437:      if (state->discard[player][i] == duchy) { score = score + 3; };
    #####:  438:      if (state->discard[player][i] == province) { score = score + 6; };
    #####:  439:      if (state->discard[player][i] == great_hall) { score = score + 1; };
    #####:  440:      if (state->discard[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
        -:  441:    }
        -:  442:
        -:  443:  //score from deck
    #####:  444:  for (i = 0; i < state->discardCount[player]; i++)
        -:  445:    {
    #####:  446:      if (state->deck[player][i] == curse) { score = score - 1; };
    #####:  447:      if (state->deck[player][i] == estate) { score = score + 1; };
    #####:  448:      if (state->deck[player][i] == duchy) { score = score + 3; };
    #####:  449:      if (state->deck[player][i] == province) { score = score + 6; };
    #####:  450:      if (state->deck[player][i] == great_hall) { score = score + 1; };
    #####:  451:      if (state->deck[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
        -:  452:    }
        -:  453:
    #####:  454:  return score;
        -:  455:}
        -:  456:
    #####:  457:int getWinners(int players[MAX_PLAYERS], struct gameState *state) {
        -:  458:  int i;
        -:  459:  int j;
        -:  460:  int highScore;
        -:  461:  int currentPlayer;
        -:  462:
        -:  463:  //get score for each player
    #####:  464:  for (i = 0; i < MAX_PLAYERS; i++)
        -:  465:    {
        -:  466:      //set unused player scores to -9999
    #####:  467:      if (i >= state->numPlayers)
        -:  468:    {
    #####:  469:      players[i] = -9999;
        -:  470:    }
        -:  471:      else
        -:  472:    {
    #####:  473:      players[i] = scoreFor (i, state);
        -:  474:    }
        -:  475:    }
        -:  476:
        -:  477:  //find highest score
    #####:  478:  j = 0;
    #####:  479:  for (i = 0; i < MAX_PLAYERS; i++)
        -:  480:    {
    #####:  481:      if (players[i] > players[j])
        -:  482:    {
    #####:  483:      j = i;
        -:  484:    }
        -:  485:    }
    #####:  486:  highScore = players[j];
        -:  487:
        -:  488:  //add 1 to players who had less turns
    #####:  489:  currentPlayer = whoseTurn(state);
    #####:  490:  for (i = 0; i < MAX_PLAYERS; i++)
        -:  491:    {
    #####:  492:      if ( players[i] == highScore && i > currentPlayer )
        -:  493:    {
    #####:  494:      players[i]++;
        -:  495:    }
        -:  496:    }
        -:  497:
        -:  498:  //find new highest score
    #####:  499:  j = 0;
    #####:  500:  for (i = 0; i < MAX_PLAYERS; i++)
        -:  501:    {
    #####:  502:      if ( players[i] > players[j] )
        -:  503:    {
    #####:  504:      j = i;
        -:  505:    }
        -:  506:    }
    #####:  507:  highScore = players[j];
        -:  508:
        -:  509:  //set winners in array to 1 and rest to 0
    #####:  510:  for (i = 0; i < MAX_PLAYERS; i++)
        -:  511:    {
    #####:  512:      if ( players[i] == highScore )
        -:  513:    {
    #####:  514:      players[i] = 1;
        -:  515:    }
        -:  516:      else
        -:  517:    {
    #####:  518:      players[i] = 0;
        -:  519:    }
        -:  520:    }
        -:  521:
    #####:  522:  return 0;
        -:  523:}
        -:  524:
    13136:  525:int drawCard(int player, struct gameState *state)
        -:  526:{   int count;
        -:  527:  int deckCounter;
    13136:  528:  if (state->deckCount[player] <= 0){//Deck is empty
        -:  529:
        -:  530:    //Step 1 Shuffle the discard pile back into a deck
        -:  531:    int i;
        -:  532:    //Move discard to deck
      566:  533:    for (i = 0; i < state->discardCount[player];i++){
    #####:  534:      state->deck[player][i] = state->discard[player][i];
    #####:  535:      state->discard[player][i] = -1;
        -:  536:    }
        -:  537:
      566:  538:    state->deckCount[player] = state->discardCount[player];
      566:  539:    state->discardCount[player] = 0;//Reset discard
        -:  540:
        -:  541:    //Shufffle the deck
      566:  542:    shuffle(player, state);//Shuffle the deck up and make it so that we can draw
        -:  543:
        -:  544:    if (DEBUG){//Debug statements
        -:  545:      printf("Deck count now: %d\n", state->deckCount[player]);
        -:  546:    }
        -:  547:
      566:  548:    state->discardCount[player] = 0;
        -:  549:
        -:  550:    //Step 2 Draw Card
      566:  551:    count = state->handCount[player];//Get current player's hand count
        -:  552:
        -:  553:    if (DEBUG){//Debug statements
        -:  554:      printf("Current hand count: %d\n", count);
        -:  555:    }
        -:  556:
      566:  557:    deckCounter = state->deckCount[player];//Create a holder for the deck count
        -:  558:
      566:  559:    if (deckCounter == 0)
      566:  560:      return -1;
        -:  561:
    #####:  562:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to hand
    #####:  563:    state->deckCount[player]--;
    #####:  564:    state->handCount[player]++;//Increment hand count
        -:  565:  }
        -:  566:
        -:  567:  else{
    12570:  568:    int count = state->handCount[player];//Get current hand count for player
        -:  569:    int deckCounter;
        -:  570:    if (DEBUG){//Debug statements
        -:  571:      printf("Current hand count: %d\n", count);
        -:  572:    }
        -:  573:
    12570:  574:    deckCounter = state->deckCount[player];//Create holder for the deck count
    12570:  575:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to the hand
    12570:  576:    state->deckCount[player]--;
    12570:  577:    state->handCount[player]++;//Increment hand count
        -:  578:  }
        -:  579:
    12570:  580:  return 0;
        -:  581:}
        -:  582:
    #####:  583:int getCost(int cardNumber)
        -:  584:{
    #####:  585:  switch( cardNumber )
        -:  586:    {
        -:  587:    case curse:
    #####:  588:      return 0;
        -:  589:    case estate:
    #####:  590:      return 2;
        -:  591:    case duchy:
    #####:  592:      return 5;
        -:  593:    case province:
    #####:  594:      return 8;
        -:  595:    case copper:
    #####:  596:      return 0;
        -:  597:    case silver:
    #####:  598:      return 3;
        -:  599:    case gold:
    #####:  600:      return 6;
        -:  601:    case adventurer:
    #####:  602:      return 6;
        -:  603:    case council_room:
    #####:  604:      return 5;
        -:  605:    case feast:
    #####:  606:      return 4;
        -:  607:    case gardens:
    #####:  608:      return 4;
        -:  609:    case mine:
    #####:  610:      return 5;
        -:  611:    case remodel:
    #####:  612:      return 4;
        -:  613:    case smithy:
    #####:  614:      return 4;
        -:  615:    case village:
    #####:  616:      return 3;
        -:  617:    case baron:
    #####:  618:      return 4;
        -:  619:    case great_hall:
    #####:  620:      return 3;
        -:  621:    case minion:
    #####:  622:      return 5;
        -:  623:    case steward:
    #####:  624:      return 3;
        -:  625:    case tribute:
    #####:  626:      return 5;
        -:  627:    case ambassador:
    #####:  628:      return 3;
        -:  629:    case cutpurse:
    #####:  630:      return 4;
        -:  631:    case embargo:
    #####:  632:      return 2;
        -:  633:    case outpost:
    #####:  634:      return 5;
